food_code,food_name,primarysource,energy_kj,energy_kcal,carb_g,protein_g,fat_g,freesugar_g,fibre_g,sfa_mg,mufa_mg,pufa_mg,cholesterol_mg,calcium_mg,phosphorus_mg,magnesium_mg,sodium_mg,potassium_mg,iron_mg,copper_mg,selenium_ug,chromium_mg,manganese_mg,molybdenum_mg,zinc_mg,vita_ug,vite_mg,vitd2_ug,vitd3_ug,vitk1_ug,vitk2_ug,folate_ug,vitb1_mg,vitb2_mg,vitb3_mg,vitb5_mg,vitb6_mg,vitb7_ug,vitb9_ug,vitc_mg,carotenoids_ug,servings_unit,unit_serving_energy_kj,unit_serving_energy_kcal,unit_serving_carb_g,unit_serving_protein_g,unit_serving_fat_g,unit_serving_freesugar_g,unit_serving_fibre_g,unit_serving_sfa_mg,unit_serving_mufa_mg,unit_serving_pufa_mg,unit_serving_cholesterol_mg,unit_serving_calcium_mg,unit_serving_phosphorus_mg,unit_serving_magnesium_mg,unit_serving_sodium_mg,unit_serving_potassium_mg,unit_serving_iron_mg,unit_serving_copper_mg,unit_serving_selenium_ug,unit_serving_chromium_mg,unit_serving_manganese_mg,unit_serving_molybdenum_mg,unit_serving_zinc_mg,unit_serving_vita_ug,unit_serving_vite_mg,unit_serving_vitd2_ug,unit_serving_vitd3_ug,unit_serving_vitk1_ug,unit_serving_vitk2_ug,unit_serving_folate_ug,unit_serving_vitb1_mg,unit_serving_vitb2_mg,unit_serving_vitb3_mg,unit_serving_vitb5_mg,unit_serving_vitb6_mg,unit_serving_vitb7_ug,unit_serving_vitb9_ug,unit_serving_vitc_mg,unit_serving_carotenoids_ug
ASC011,Coco pine cooler,asc_manual,138.472930908203,32.7487602233887,5.71768617630005,0.555053234100342,0.999981462955475,5.52344274520874,0.257246643304825,627.3115234375,248.961044311523,41.4986381530762,3.40120315551758,17.8104019165039,13.4688158035278,6.5913143157959,23.1958141326904,66.6499328613281,0.125765845179558,0.0142272096127272,0.305127263069153,0.000475705717690289,0.13448865711689,0.00462748715654016,0.0691115260124207,10.527533531189,0.0675266087055206,0.0671378970146179,0,0.843776047229767,0,2.92451882362366,0.0253933351486921,0.0430610850453377,0.0547755658626556,0.142505779862404,0.0183734390884638,0.291311889886856,2.92451882362366,2.46873903274536,96.5533218383789,tall glass,598.47998046875,141.540145874023,24.7118396759033,2.39894008636475,4.3219199180603,23.8723201751709,1.11181998252869,2711.240234375,1076.00964355469,179.357116699219,14.6999998092651,76.9765625,58.2122192382813,28.4876594543457,100.252311706543,288.061004638672,0.543559968471527,0.061489999294281,1.31876003742218,0.00205600005574524,0.581259965896606,0.0199999995529652,0.298700004816055,45.5,0.291850000619888,0.290170013904572,0,3.64680004119873,0,12.6397705078125,0.109749995172024,0.186110004782677,0.236739993095398,0.615909993648529,0.0794100016355515,1.25905001163483,12.6397705078125,10.6698904037476,417.303466796875
ASC012,Summer cooler,asc_manual,95.2165145874023,22.4288311004639,5.43163061141968,0.373903691768646,0.0354000739753246,5.21223592758179,0.196716129779816,10.7133388519287,1.87330722808838,16.8468437194824,0,8.12986850738525,11.4560461044312,7.62340927124023,1.57346427440643,93.0631561279297,0.27676385641098,0.00828003045171499,0.168701738119125,0.000969514425378293,0.156958311796188,0.00444749929010868,0.0429333299398422,0,0.154350861907005,0.138740554451942,0,2.31161403656006,0,12.9169149398804,0.0346326753497124,0.0125973392277956,0.107482314109802,0.122990339994431,0.0288218166679144,0.454041570425034,12.9169149398804,20.9225406646729,219.747177124023,tall glass,470.997985839844,110.94645690918,26.8681030273438,1.84955203533173,0.175109997391701,25.7828464508057,0.973075985908508,52.9945983886719,9.26650142669678,83.334602355957,0,40.2152061462402,56.6684761047363,37.7099571228027,7.78329801559448,460.34619140625,1.36904001235962,0.0409579984843731,0.834500014781952,0.00479579996317625,0.776409983634949,0.0219999998807907,0.212374001741409,0,0.763512015342712,0.68629401922226,0,11.4346294403076,0,63.8948135375977,0.171314001083374,0.0623139999806881,0.53167200088501,0.608384013175964,0.142570003867149,2.24596190452576,63.8948135375977,103.49543762207,1087.00146484375
ASC014,Hot cocoa,asc_manual,378.235595703125,90.0999984741211,9.23403167724609,3.36282730102539,4.56282711029053,9.00628280639648,0,2752.14672851563,1257.17272949219,139.476440429688,0,113.664916992188,101.407325744629,16.0544509887695,24.2031402587891,132.146591186523,0.314659684896469,0.0945549756288528,0.895287990570068,0.00376963336020708,0.00942408293485642,0,0.423560202121735,0,0.218010470271111,0,0,0.0235602110624313,0,7.22198963165283,0.0307853408157825,0.104607328772545,0.102094240486622,0.320418834686279,0.0387958101928234,1.86596858501434,7.22198963165283,1.89424085617065,189.109954833984,cup,722.429992675781,172.091003417969,17.636999130249,6.4229998588562,8.71500015258789,17.2019996643066,0,5256.60009765625,2401.19995117188,266.399993896484,0,217.099990844727,193.688003540039,30.6640014648438,46.2280006408691,252.399993896484,0.601000010967255,0.180600002408028,1.71000003814697,0.00719999987632036,0.0179999992251396,0,0.808999955654144,0,0.416399985551834,0,0,0.0450000017881393,0,13.7940006256104,0.0588000006973743,0.199799999594688,0.194999992847443,0.611999988555908,0.0740999951958656,3.56399989128113,13.7940006256104,3.61800003051758,361.200012207031
ASC015,Cold coffee with ice cream,asc_manual,286.606964111328,67.8487548828125,11.244776725769,1.57014918327332,2.10945272445679,11.1800994873047,0.00796019937843084,1283.98010253906,567.960205078125,67.6616973876953,1.17014932632446,53.2935333251953,44.9791069030762,7.25572109222412,13.8447761535645,90.2686538696289,0.123781092464924,0.028457710519433,0.507462680339813,0.00159203982912004,0.0248756222426891,0,0.162189051508904,3.62189054489136,0.107064679265022,0,0,0.042786069214344,0,3.14626860618591,0.0163184069097042,0.057014923542738,0.286567181348801,0.177114427089691,0.0177114438265562,1.54228854179382,3.14626860618591,0.839800953865051,81.3930358886719,tall glass,864.119995117188,204.563995361328,33.9029998779297,4.73399972915649,6.3600001335144,33.7080001831055,0.0240000002086163,3871.19995117188,1712.40002441406,204,3.52800011634827,160.68000793457,135.611999511719,21.8759994506836,41.742000579834,272.160003662109,0.373199999332428,0.0857999995350838,1.52999997138977,0.00480000022798777,0.0750000029802322,0,0.488999992609024,10.9200000762939,0.322800010442734,0,0,0.128999993205071,0,9.48600006103516,0.0491999983787537,0.171900004148483,0.864000022411346,0.533999979496002,0.0534000024199486,4.65000009536743,9.48600006103516,2.53199982643127,245.399993896484
ASC016,Banana milkshake (Kele milkshake),asc_manual,274.327056884766,65.3064498901367,9.14558601379395,1.84329962730408,2.37123012542725,7.95600605010986,0.255861073732376,1423.06799316406,634.16845703125,87.1895751953125,0,62.6390724182129,52.7722129821777,7.91664266586304,13.6086826324463,102.425468444824,0.131751090288162,0.0338986963033676,0.494934886693954,0.0040520983748138,0.0475542657077313,0,0.193082481622696,0,0.125036180019379,0.0231548473238945,0,0.254703313112259,0,5.73835039138794,0.0168191026896238,0.0622141808271408,0.0984804630279541,0.217756867408752,0.079959474503994,1.20984077453613,5.73835039138794,1.98031842708588,134.298126220703,tall glass,947.799987792969,225.6337890625,31.5979995727539,6.3685998916626,8.19260025024414,27.488000869751,0.88400000333786,4916.7001953125,2191.05200195313,301.239990234375,0,216.417999267578,182.328002929688,27.3520011901855,47.0179977416992,353.880004882813,0.455200016498566,0.117120005190372,1.71000003814697,0.0140000004321337,0.164299994707108,0,0.667099952697754,0,0.431999981403351,0.0799999982118607,0,0.879999995231628,0,19.826000213623,0.0581100024282932,0.214949995279312,0.340249985456467,0.752349972724915,0.276259988546371,4.17999982833862,19.826000213623,6.84200000762939,464
ASC017,Mango milkshake (Aam milkshake),asc_manual,239.127990722656,56.901123046875,7.23150491714478,1.72675108909607,2.34587907791138,7.14852333068848,0.264416307210922,1394.57104492188,633.558349609375,88.450065612793,0,62.3333320617676,50.4987335205078,6.1713080406189,13.2736988067627,79.0661010742188,0.15476793050766,0.0335077345371246,0.74964839220047,0.00483825569972396,0.0366526022553444,0,0.187651187181473,0,0.15077355504036,0.52180027961731,0,0.670886099338532,0,15.0995788574219,0.0194402262568474,0.0615893118083477,0.0782700404524803,0.18912798166275,0.0372039377689362,1.22756683826447,15.0995788574219,5.65485239028931,301.547119140625,tall glass,850.099975585938,202.283493041992,25.7080001831055,6.13859987258911,8.33960056304932,25.4130001068115,0.939999997615814,4957.7001953125,2252.30004882813,314.440002441406,0,221.595001220703,179.522994995117,21.939001083374,47.1879997253418,281.079986572266,0.55019998550415,0.119120001792908,2.66499996185303,0.0172000005841255,0.130300000309944,0,0.667099952697754,0,0.53600001335144,1.85500001907349,0,2.38499999046326,0,53.6790008544922,0.0691099986433983,0.218950003385544,0.278249979019165,0.672349989414215,0.132259994745255,4.36399984359741,53.6790008544922,20.1030006408691,1072
ASC018,Pineapple milkshake (Ananas milkshake),asc_manual,235.061721801758,55.7176933288574,7.62469148635864,1.65925931930542,2.22880673408508,7.60000038146973,0,1336.79016113281,599.506164550781,68.1481475830078,0,59.9176940917969,47.8814811706543,5.14238691329956,14.0543203353882,65.6790084838867,0.113580249249935,0.0220576133579016,0.469135820865631,0.00197530863806605,0.120164602994919,0,0.18271604180336,0,0.113580249249935,0,0,0,0,4.78847742080689,0.0246913582086563,0.0559670776128769,0.0559670776128769,0.179423868656158,0.0279835388064384,0.977777719497681,4.78847742080689,2.8032922744751,100.082305908203,tall glass,856.799987792969,203.091003417969,27.7919998168945,6.0479998588562,8.12400054931641,27.7019996643066,0,4872.60009765625,2185.19995117188,248.399993896484,0,218.399993896484,174.52799987793,18.7439994812012,51.2280006408691,239.399993896484,0.414000004529953,0.0804000049829483,1.71000003814697,0.00719999987632036,0.437999993562698,0,0.666000008583069,0,0.414000004529953,0,0,0,0,17.4540004730225,0.0900000035762787,0.203999996185303,0.203999996185303,0.653999984264374,0.101999998092651,3.56399989128113,17.4540004730225,10.2180004119873,364.799987792969
ASC019,Orange milkshake (Narangi milkshake),asc_manual,241.502349853516,57.4150238037109,7.10704231262207,1.86478877067566,2.52394366264343,7.07887315750122,0,1525.07043457031,683.943664550781,77.7464752197266,0,67.417839050293,55.4704208374023,5.3032865524292,14.6253519058228,73.4272308349609,0.106103293597698,0.0214084517210722,0.535211265087128,0.00225352100096643,0.0103286383673549,0,0.189671352505684,0,0.140375584363937,0,0,0,0,5.27511739730835,0.0206572767347097,0.062910795211792,0.0544600933790207,0.204225346446037,0.0248826276510954,1.16244125366211,5.27511739730835,3.38591551780701,115.25821685791,tall glass,771.599975585938,183.440994262695,22.7070007324219,5.95800018310547,8.06400012969971,22.617000579834,0,4872.60009765625,2185.19995117188,248.399993896484,0,215.399993896484,177.227996826172,16.9440002441406,46.7280006408691,234.600006103516,0.339000016450882,0.068400003015995,1.71000003814697,0.00719999987632036,0.0329999998211861,0,0.606000006198883,0,0.448500007390976,0,0,0,0,16.8540000915527,0.0659999996423721,0.20100000500679,0.17399999499321,0.652499973773956,0.0794999971985817,3.71399998664856,16.8540000915527,10.8179998397827,368.25
ASC020,Egg nog,asc_manual,407.677093505859,97.1414489746094,8.14504146575928,4.77630949020386,5.11044454574585,8.06174659729004,0.0197528842836618,2633.50732421875,1536.20593261719,299.550262451172,60.2965393066406,102.131797790527,107.235260009766,8.99406909942627,40.6476287841797,115.140029907227,0.430593103170395,0.0422141663730145,7.42558479309082,0.00317298201844096,0.0175947286188602,0.00230642501264811,0.470296531915665,32.6194381713867,0.424728155136108,0.0768863260746002,0.138385504484177,0.100362434983253,2.40691924095154,13.807544708252,0.0337100476026535,0.118682041764259,0.0836243852972984,0.511696875095367,0.0582405254244804,4.5732946395874,13.807544708252,1.58945631980896,180.528686523438,tall glass,1237.30004882813,294.824310302734,24.7201995849609,14.4960994720459,15.510199546814,24.467399597168,0.0599500015377998,7992.69482421875,4662.38525390625,909.135009765625,183,309.970001220703,325.459014892578,27.2969989776611,123.365547180176,349.450012207031,1.30685007572174,0.128119990229607,22.5366497039795,0.00963000021874905,0.0534000024199486,0.00700000021606684,1.42735004425049,99,1.2890499830246,0.233349993824959,0.419999986886978,0.30460000038147,7.30499982833862,41.9058990478516,0.102309994399548,0.360199987888336,0.253800004720688,1.55299997329712,0.176760002970696,13.8799495697021,41.9058990478516,4.82399988174439,547.904541015625
ASC021,Sweet Lassi (Meethi lassi),asc_manual,151.186447143555,35.661018371582,6.50847482681274,1.28813552856445,0.677966117858887,6.50847482681274,0,431.638427734375,178.531066894531,22.5988693237305,2.48587560653687,45.6497192382813,38.4632759094238,4.38418102264404,18.3050842285156,63.5028266906738,0.0316384173929691,0.00542372884228826,0.451977401971817,0,0,0,0.16271185874939,6.3276834487915,0.0112994350492954,0,0,0,0,4.06779670715332,0.01355932187289,0.0610169507563114,0.0451977401971817,0.112994350492954,0.0225988700985909,0.587570607662201,4.06779670715332,0.225988700985909,4.74576282501221,tall glass,669,157.800003051758,28.7999992370605,5.69999980926514,3,28.7999992370605,0,1910,790,100,11,202,170.199996948242,19.3999996185303,81,281,0.140000000596046,0.0240000002086163,2,0,0,0,0.719999969005585,28,0.0500000007450581,0,0,0,0,18,0.0599999986588955,0.270000010728836,0.200000002980232,0.5,0.100000001490116,2.59999990463257,18,1,21
ASC022,Lassi (salted),asc_manual,79.4294128417969,18.8449420928955,1.8562433719635,1.35493791103363,0.718629658222199,1.84369766712189,0.0179267562925816,451.635559082031,191.600112915039,26.1742477416992,2.59893679618835,47.7838172912598,40.392204284668,4.83992910385132,65.4016571044922,67.373893737793,0.0361370332539082,0.000767867721151561,0.474902540445328,0.0000744241042411886,0.00248670997098088,0.00354400463402271,0.168038979172707,6.61547565460205,0.0126934433355927,0.00714707607403398,0,0.0862374529242516,0,4.26922035217285,0.0144831659272313,0.063868872821331,0.0489486120641232,0.118263438344002,0.0238570589572191,0.615002930164337,4.26922035217285,0.240992322564125,5.288245677948,tall glass,336.184997558594,79.7612152099609,7.85655021667481,5.73477458953857,3.04159998893738,7.80345010757446,0.075874999165535,1911.54748535156,810.947509765625,110.782501220703,11,202.244995117188,170.960006713867,20.4850006103516,276.8125,285.160003662109,0.152950003743172,0.00325000006705523,2.01002502441406,0.000315000012051314,0.0105250002816319,0.0149999996647239,0.711224973201752,28,0.0537250004708767,0.0302499998360872,0,0.365000009536743,0,18.0694751739502,0.0612999983131886,0.270325005054474,0.207175001502037,0.500549972057343,0.100974999368191,2.6029999256134,18.0694751739502,1.01999998092651,22.3824996948242
